hilbert_order,q_node,t,gt,found,tp,fp,fn,precision,recall,jaccard
2,clab-nebula-serf130,5,0,12,0,12,0,0.0,0.0,0.0
2,clab-nebula-serf130,10,0,12,0,12,0,0.0,0.0,0.0
2,clab-nebula-serf130,15,0,12,0,12,0,0.0,0.0,0.0
2,clab-nebula-serf130,20,13,162,13,149,0,0.08024691358024691,1.0,0.08024691358024691
2,clab-nebula-serf130,25,14,162,14,148,0,0.08641975308641975,1.0,0.08641975308641975
2,clab-nebula-serf130,30,24,162,24,138,0,0.14814814814814814,1.0,0.14814814814814814
2,clab-nebula-serf130,35,41,162,41,121,0,0.25308641975308643,1.0,0.25308641975308643
2,clab-nebula-serf130,40,53,162,53,109,0,0.3271604938271605,1.0,0.3271604938271605
2,clab-nebula-serf130,45,84,162,84,78,0,0.5185185185185185,1.0,0.5185185185185185
2,clab-nebula-serf130,50,111,162,111,51,0,0.6851851851851852,1.0,0.6851851851851852
2,clab-nebula-serf130,55,136,162,136,26,0,0.8395061728395061,1.0,0.8395061728395061
2,clab-nebula-serf130,60,146,162,146,16,0,0.9012345679012346,1.0,0.9012345679012346
2,clab-nebula-serf161,5,4,140,4,136,0,0.02857142857142857,1.0,0.02857142857142857
2,clab-nebula-serf161,10,4,140,4,136,0,0.02857142857142857,1.0,0.02857142857142857
2,clab-nebula-serf161,15,5,144,5,139,0,0.034722222222222224,1.0,0.034722222222222224
2,clab-nebula-serf161,20,10,139,9,130,1,0.06474820143884892,0.9,0.06428571428571428
2,clab-nebula-serf161,25,22,139,14,125,8,0.10071942446043165,0.6363636363636364,0.09523809523809523
2,clab-nebula-serf161,30,36,139,19,120,17,0.1366906474820144,0.5277777777777778,0.12179487179487179
2,clab-nebula-serf161,35,42,162,42,120,0,0.25925925925925924,1.0,0.25925925925925924
2,clab-nebula-serf161,40,58,162,58,104,0,0.35802469135802467,1.0,0.35802469135802467
2,clab-nebula-serf161,45,79,162,79,83,0,0.4876543209876543,1.0,0.4876543209876543
2,clab-nebula-serf161,50,117,162,117,45,0,0.7222222222222222,1.0,0.7222222222222222
2,clab-nebula-serf161,55,139,162,139,23,0,0.8580246913580247,1.0,0.8580246913580247
2,clab-nebula-serf161,60,149,162,149,13,0,0.9197530864197531,1.0,0.9197530864197531
2,clab-nebula-serf32,5,3,25,3,22,0,0.12,1.0,0.12
2,clab-nebula-serf32,10,19,162,19,143,0,0.11728395061728394,1.0,0.11728395061728394
2,clab-nebula-serf32,15,32,162,32,130,0,0.19753086419753085,1.0,0.19753086419753085
2,clab-nebula-serf32,20,59,162,59,103,0,0.36419753086419754,1.0,0.36419753086419754
2,clab-nebula-serf32,25,88,162,88,74,0,0.5432098765432098,1.0,0.5432098765432098
2,clab-nebula-serf32,30,95,162,95,67,0,0.5864197530864198,1.0,0.5864197530864198
2,clab-nebula-serf32,35,108,162,108,54,0,0.6666666666666666,1.0,0.6666666666666666
2,clab-nebula-serf32,40,121,162,121,41,0,0.7469135802469136,1.0,0.7469135802469136
2,clab-nebula-serf32,45,124,162,124,38,0,0.7654320987654321,1.0,0.7654320987654321
2,clab-nebula-serf32,50,137,162,137,25,0,0.845679012345679,1.0,0.845679012345679
2,clab-nebula-serf32,55,154,162,154,8,0,0.9506172839506173,1.0,0.9506172839506173
2,clab-nebula-serf32,60,155,162,155,7,0,0.9567901234567902,1.0,0.9567901234567902
2,clab-nebula-serf63,5,0,31,0,31,0,0.0,0.0,0.0
