hilbert_order,q_node,t,gt,found,tp,fp,fn,precision,recall,jaccard
2,clab-nebula-serf45,55,154,161,154,7,0,0.9565217391304348,1.0,0.9565217391304348
2,clab-nebula-serf45,60,155,161,155,6,0,0.9627329192546584,1.0,0.9627329192546584
2,clab-nebula-serf49,5,4,0,0,0,4,0,0.0,0.0
2,clab-nebula-serf49,10,14,0,0,0,14,0,0.0,0.0
2,clab-nebula-serf49,15,30,0,0,0,30,0,0.0,0.0
2,clab-nebula-serf49,20,67,30,24,6,43,0.8,0.3582089552238806,0.3287671232876712
2,clab-nebula-serf49,25,84,68,60,8,24,0.8823529411764706,0.7142857142857143,0.6521739130434783
2,clab-nebula-serf49,30,106,115,100,15,6,0.8695652173913043,0.9433962264150944,0.8264462809917356
2,clab-nebula-serf49,35,121,115,114,1,7,0.991304347826087,0.9421487603305785,0.9344262295081968
2,clab-nebula-serf49,40,124,67,52,15,72,0.7761194029850746,0.41935483870967744,0.37410071942446044
2,clab-nebula-serf49,45,135,67,54,13,81,0.8059701492537313,0.4,0.36486486486486486
2,clab-nebula-serf49,50,154,66,66,0,88,1.0,0.42857142857142855,0.42857142857142855
2,clab-nebula-serf49,55,154,161,154,7,0,0.9565217391304348,1.0,0.9565217391304348
2,clab-nebula-serf49,60,157,161,157,4,0,0.9751552795031055,1.0,0.9751552795031055
2,clab-nebula-serf83,5,0,0,0,0,0,0,0,0
2,clab-nebula-serf83,10,3,0,0,0,3,0,0.0,0.0
2,clab-nebula-serf83,15,14,0,0,0,14,0,0.0,0.0
2,clab-nebula-serf83,20,33,4,4,0,29,1.0,0.12121212121212122,0.12121212121212122
2,clab-nebula-serf83,25,50,27,23,4,27,0.8518518518518519,0.46,0.42592592592592593
2,clab-nebula-serf83,30,79,27,26,1,53,0.9629629629629629,0.3291139240506329,0.325
2,clab-nebula-serf83,35,109,103,80,23,29,0.7766990291262136,0.7339449541284404,0.6060606060606061
2,clab-nebula-serf83,40,119,103,85,18,34,0.8252427184466019,0.7142857142857143,0.6204379562043796
2,clab-nebula-serf83,45,128,66,56,10,72,0.8484848484848485,0.4375,0.4057971014492754
2,clab-nebula-serf83,50,140,66,64,2,76,0.9696969696969697,0.45714285714285713,0.4507042253521127
2,clab-nebula-serf83,55,154,66,66,0,88,1.0,0.42857142857142855,0.42857142857142855
2,clab-nebula-serf83,60,156,161,156,5,0,0.968944099378882,1.0,0.968944099378882
2,clab-nebula-serf91,5,3,0,0,0,3,0,0,0
2,clab-nebula-serf91,10,17,0,0,0,17,0,0.0,0.0
2,clab-nebula-serf91,15,36,4,4,0,32,1.0,0.1111111111111111,0.1111111111111111
2,clab-nebula-serf91,20,56,27,25,2,31,0.9259259259259259,0.44642857142857145,0.43103448275862066
2,clab-nebula-serf91,25,81,27,26,1,55,0.9629629629629629,0.32098765432098764,0.3170731707317073
2,clab-nebula-serf91,30,112,88,84,4,28,0.9545454545454546,0.75,0.7241379310344828
2,clab-nebula-serf91,35,119,103,85,18,34,0.8252427184466019,0.7142857142857143,0.6204379562043796
2,clab-nebula-serf91,40,129,66,56,10,73,0.8484848484848485,0.43410852713178294,0.4028776978417266
2,clab-nebula-serf91,45,146,66,66,0,80,1.0,0.4520547945205479,0.4520547945205479
2,clab-nebula-serf91,50,154,66,66,0,88,1.0,0.42857142857142855,0.42857142857142855
2,clab-nebula-serf91,55,157,161,157,4,0,0.9751552795031055,1.0,0.9751552795031055
2,clab-nebula-serf91,60,161,161,161,0,0,1.0,1.0,1.0
2,clab-nebula-serf136,5,0,0,0,0,0,0,0,0
2,clab-nebula-serf136,10,0,0,0,0,0,0,0,0
2,clab-nebula-serf136,15,2,0,0,0,2,0,0.0,0.0
2,clab-nebula-serf136,20,14,0,0,0,14,0,0.0,0.0
2,clab-nebula-serf136,25,18,11,11,0,7,1.0,0.6111111111111112,0.6111111111111112
2,clab-nebula-serf136,30,28,11,11,0,17,1.0,0.39285714285714285,0.39285714285714285
2,clab-nebula-serf136,35,45,105,27,78,18,0.2571428571428571,0.6,0.21951219512195122
2,clab-nebula-serf136,40,66,101,42,59,24,0.4158415841584158,0.6363636363636364,0.336
2,clab-nebula-serf136,45,95,106,70,36,25,0.660377358490566,0.7368421052631579,0.5343511450381679
2,clab-nebula-serf136,50,124,134,100,34,24,0.746268656716418,0.8064516129032258,0.6329113924050633
2,clab-nebula-serf136,55,137,134,113,21,24,0.8432835820895522,0.8248175182481752,0.7151898734177216
2,clab-nebula-serf136,60,149,66,61,5,88,0.9242424242424242,0.40939597315436244,0.3961038961038961
2,clab-nebula-serf146,5,0,0,0,0,0,0,0,0
2,clab-nebula-serf146,10,0,0,0,0,0,0,0,0
2,clab-nebula-serf146,15,1,0,0,0,1,0,0.0,0.0
2,clab-nebula-serf146,20,5,0,0,0,5,0,0.0,0.0
2,clab-nebula-serf146,25,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf146,30,16,0,0,0,16,0,0.0,0.0
2,clab-nebula-serf146,35,44,62,28,34,16,0.45161290322580644,0.6363636363636364,0.358974358974359
2,clab-nebula-serf146,40,58,101,34,67,24,0.33663366336633666,0.5862068965517241,0.272
2,clab-nebula-serf146,45,78,101,53,48,25,0.5247524752475248,0.6794871794871795,0.42063492063492064
2,clab-nebula-serf146,50,114,127,90,37,24,0.7086614173228346,0.7894736842105263,0.5960264900662252
2,clab-nebula-serf146,55,137,135,113,22,24,0.837037037037037,0.8248175182481752,0.710691823899371
2,clab-nebula-serf146,60,146,67,59,8,87,0.8805970149253731,0.4041095890410959,0.38311688311688313
2,clab-nebula-serf12,5,0,0,0,0,0,0,0,0
2,clab-nebula-serf12,10,5,0,0,0,5,0,0.0,0.0
2,clab-nebula-serf12,15,19,0,0,0,19,0,0.0,0.0
2,clab-nebula-serf12,20,38,24,10,14,28,0.4166666666666667,0.2631578947368421,0.19230769230769232
2,clab-nebula-serf12,25,71,41,35,6,36,0.8536585365853658,0.49295774647887325,0.45454545454545453
2,clab-nebula-serf12,30,88,49,48,1,40,0.9795918367346939,0.5454545454545454,0.5393258426966292
2,clab-nebula-serf12,35,102,51,51,0,51,1.0,0.5,0.5
2,clab-nebula-serf12,40,119,68,49,19,70,0.7205882352941176,0.4117647058823529,0.35507246376811596
2,clab-nebula-serf12,45,121,66,49,17,72,0.7424242424242424,0.4049586776859504,0.35507246376811596
2,clab-nebula-serf12,50,127,66,52,14,75,0.7878787878787878,0.4094488188976378,0.36879432624113473
2,clab-nebula-serf12,55,153,66,66,0,87,1.0,0.43137254901960786,0.43137254901960786
2,clab-nebula-serf12,60,155,161,155,6,0,0.9627329192546584,1.0,0.9627329192546584
2,clab-nebula-serf19,5,0,0,0,0,0,0,0,0
2,clab-nebula-serf19,10,5,0,0,0,5,0,0.0,0.0
2,clab-nebula-serf19,15,23,0,0,0,23,0,0.0,0.0
2,clab-nebula-serf19,20,44,24,11,13,33,0.4583333333333333,0.25,0.19298245614035087
2,clab-nebula-serf19,25,73,43,35,8,38,0.813953488372093,0.4794520547945205,0.43209876543209874
2,clab-nebula-serf19,30,90,51,50,1,40,0.9803921568627451,0.5555555555555556,0.5494505494505495
2,clab-nebula-serf19,35,105,90,81,9,24,0.9,0.7714285714285715,0.7105263157894737
2,clab-nebula-serf19,40,120,70,52,18,68,0.7428571428571429,0.43333333333333335,0.37681159420289856
2,clab-nebula-serf19,45,123,66,50,16,73,0.7575757575757576,0.4065040650406504,0.3597122302158273
2,clab-nebula-serf19,50,142,66,59,7,83,0.8939393939393939,0.4154929577464789,0.3959731543624161
2,clab-nebula-serf19,55,153,66,66,0,87,1.0,0.43137254901960786,0.43137254901960786
2,clab-nebula-serf19,60,157,161,157,4,0,0.9751552795031055,1.0,0.9751552795031055
2,clab-nebula-serf80,5,0,0,0,0,0,0,0,0
2,clab-nebula-serf80,10,14,0,0,0,14,0,0.0,0.0
2,clab-nebula-serf80,15,32,2,0,2,32,0.0,0.0,0.0
2,clab-nebula-serf80,20,55,28,23,5,32,0.8214285714285714,0.41818181818181815,0.38333333333333336
2,clab-nebula-serf80,25,84,28,27,1,57,0.9642857142857143,0.32142857142857145,0.3176470588235294
2,clab-nebula-serf80,30,110,82,77,5,33,0.9390243902439024,0.7,0.6695652173913044
2,clab-nebula-serf80,35,120,66,48,18,72,0.7272727272727273,0.4,0.34782608695652173
2,clab-nebula-serf80,40,127,66,54,12,73,0.8181818181818182,0.4251968503937008,0.38848920863309355
2,clab-nebula-serf80,45,152,65,65,0,87,1.0,0.4276315789473684,0.4276315789473684
2,clab-nebula-serf80,50,154,65,65,0,89,1.0,0.42207792207792205,0.42207792207792205
2,clab-nebula-serf80,55,156,161,156,5,0,0.968944099378882,1.0,0.968944099378882
2,clab-nebula-serf80,60,159,161,159,2,0,0.9875776397515528,1.0,0.9875776397515528
2,clab-nebula-serf111,5,1,0,0,0,1,0,0,0
2,clab-nebula-serf111,10,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf111,15,17,0,0,0,17,0,0.0,0.0
2,clab-nebula-serf111,20,47,30,26,4,21,0.8666666666666667,0.5531914893617021,0.5098039215686274
2,clab-nebula-serf111,25,73,81,57,24,16,0.7037037037037037,0.7808219178082192,0.5876288659793815
2,clab-nebula-serf111,30,111,88,80,8,31,0.9090909090909091,0.7207207207207207,0.6722689075630253
2,clab-nebula-serf111,35,145,134,126,8,19,0.9402985074626866,0.8689655172413793,0.8235294117647058
2,clab-nebula-serf111,40,150,133,125,8,25,0.9398496240601504,0.8333333333333334,0.7911392405063291
2,clab-nebula-serf111,45,154,66,60,6,94,0.9090909090909091,0.38961038961038963,0.375
2,clab-nebula-serf111,50,158,161,158,3,0,0.9813664596273292,1.0,0.9813664596273292
2,clab-nebula-serf111,55,161,161,161,0,0,1.0,1.0,1.0
2,clab-nebula-serf111,60,161,161,161,0,0,1.0,1.0,1.0
2,clab-nebula-serf109,5,3,0,0,0,3,0,0,0
2,clab-nebula-serf109,10,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf109,15,26,0,0,0,26,0,0.0,0.0
2,clab-nebula-serf109,20,58,58,41,17,17,0.7068965517241379,0.7068965517241379,0.5466666666666666
2,clab-nebula-serf109,25,87,82,66,16,21,0.8048780487804879,0.7586206896551724,0.6407766990291263
2,clab-nebula-serf109,30,130,107,98,9,32,0.9158878504672897,0.7538461538461538,0.7050359712230215
2,clab-nebula-serf109,35,145,134,126,8,19,0.9402985074626866,0.8689655172413793,0.8235294117647058
2,clab-nebula-serf109,40,153,134,128,6,25,0.9552238805970149,0.8366013071895425,0.8050314465408805
2,clab-nebula-serf109,45,155,161,155,6,0,0.9627329192546584,1.0,0.9627329192546584
2,clab-nebula-serf109,50,159,161,159,2,0,0.9875776397515528,1.0,0.9875776397515528
2,clab-nebula-serf109,55,161,161,161,0,0,1.0,1.0,1.0
2,clab-nebula-serf109,60,161,161,161,0,0,1.0,1.0,1.0
2,clab-nebula-serf147,5,0,0,0,0,0,0,0,0
2,clab-nebula-serf147,10,0,0,0,0,0,0,0,0
2,clab-nebula-serf147,15,2,0,0,0,2,0,0.0,0.0
2,clab-nebula-serf147,20,12,0,0,0,12,0,0.0,0.0
2,clab-nebula-serf147,25,14,51,2,49,12,0.0392156862745098,0.14285714285714285,0.031746031746031744
2,clab-nebula-serf147,30,27,63,12,51,15,0.19047619047619047,0.4444444444444444,0.15384615384615385
2,clab-nebula-serf147,35,48,82,48,34,0,0.5853658536585366,1.0,0.5853658536585366
2,clab-nebula-serf147,40,59,126,34,92,25,0.2698412698412698,0.576271186440678,0.2251655629139073
2,clab-nebula-serf147,45,87,133,62,71,25,0.46616541353383456,0.7126436781609196,0.3924050632911392
2,clab-nebula-serf147,50,120,133,95,38,25,0.7142857142857143,0.7916666666666666,0.6012658227848101
2,clab-nebula-serf147,55,141,133,116,17,25,0.8721804511278195,0.8226950354609929,0.7341772151898734
2,clab-nebula-serf147,60,152,134,127,7,25,0.9477611940298507,0.8355263157894737,0.7987421383647799
2,clab-nebula-serf4,5,1,0,0,0,1,0,0,0
2,clab-nebula-serf4,10,2,0,0,0,2,0,0.0,0.0
2,clab-nebula-serf4,15,9,0,0,0,9,0,0.0,0.0
2,clab-nebula-serf4,20,16,1,1,0,15,1.0,0.0625,0.0625
2,clab-nebula-serf4,25,23,1,1,0,22,1.0,0.043478260869565216,0.043478260869565216
2,clab-nebula-serf4,30,47,47,31,16,16,0.6595744680851063,0.6595744680851063,0.49206349206349204
2,clab-nebula-serf4,35,82,50,47,3,35,0.94,0.573170731707317,0.5529411764705883
2,clab-nebula-serf4,40,92,50,50,0,42,1.0,0.5434782608695652,0.5434782608695652
2,clab-nebula-serf4,45,109,89,85,4,24,0.9550561797752809,0.7798165137614679,0.7522123893805309
2,clab-nebula-serf4,50,120,66,48,18,72,0.7272727272727273,0.4,0.34782608695652173
2,clab-nebula-serf4,55,123,66,50,16,73,0.7575757575757576,0.4065040650406504,0.3597122302158273
2,clab-nebula-serf4,60,141,66,58,8,83,0.8787878787878788,0.41134751773049644,0.38926174496644295
2,clab-nebula-serf100,5,6,0,0,0,6,0,0,0
2,clab-nebula-serf100,10,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf100,15,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf100,20,14,7,7,0,7,1.0,0.5,0.5
2,clab-nebula-serf100,25,25,80,18,62,7,0.225,0.72,0.20689655172413793
2,clab-nebula-serf100,30,59,88,52,36,7,0.5909090909090909,0.8813559322033898,0.5473684210526316
2,clab-nebula-serf100,35,89,93,75,18,14,0.8064516129032258,0.8426966292134831,0.7009345794392523
2,clab-nebula-serf100,40,137,134,113,21,24,0.8432835820895522,0.8248175182481752,0.7151898734177216
2,clab-nebula-serf100,45,150,134,126,8,24,0.9402985074626866,0.84,0.7974683544303798
2,clab-nebula-serf100,50,159,161,159,2,0,0.9875776397515528,1.0,0.9875776397515528
2,clab-nebula-serf100,55,160,161,160,1,0,0.9937888198757764,1.0,0.9937888198757764
2,clab-nebula-serf100,60,161,161,161,0,0,1.0,1.0,1.0
2,clab-nebula-serf75,5,0,0,0,0,0,0,0,0
2,clab-nebula-serf75,10,7,0,0,0,7,0,0,0
2,clab-nebula-serf75,15,26,0,0,0,26,0,0.0,0.0
2,clab-nebula-serf75,20,41,4,0,4,41,0.0,0.0,0.0
2,clab-nebula-serf75,25,76,28,27,1,49,0.9642857142857143,0.35526315789473684,0.35064935064935066
2,clab-nebula-serf75,30,100,28,28,0,72,1.0,0.28,0.28
2,clab-nebula-serf75,35,115,82,80,2,35,0.975609756097561,0.6956521739130435,0.6837606837606838
2,clab-nebula-serf75,40,122,66,50,16,72,0.7575757575757576,0.4098360655737705,0.36231884057971014
2,clab-nebula-serf75,45,135,65,60,5,75,0.9230769230769231,0.4444444444444444,0.42857142857142855
2,clab-nebula-serf75,50,154,65,65,0,89,1.0,0.42207792207792205,0.42207792207792205
2,clab-nebula-serf75,55,155,161,155,6,0,0.9627329192546584,1.0,0.9627329192546584
2,clab-nebula-serf75,60,158,161,158,3,0,0.9813664596273292,1.0,0.9813664596273292
2,clab-nebula-serf89,5,3,0,0,0,3,0,0.0,0.0
2,clab-nebula-serf89,10,3,0,0,0,3,0,0.0,0.0
2,clab-nebula-serf89,15,8,1,1,0,7,1.0,0.125,0.125
2,clab-nebula-serf89,20,18,3,3,0,15,1.0,0.16666666666666666,0.16666666666666666
2,clab-nebula-serf89,25,41,27,18,9,23,0.6666666666666666,0.43902439024390244,0.36
2,clab-nebula-serf89,30,71,26,24,2,47,0.9230769230769231,0.3380281690140845,0.3287671232876712
2,clab-nebula-serf89,35,97,104,71,33,26,0.6826923076923077,0.7319587628865979,0.5461538461538461
2,clab-nebula-serf89,40,119,66,47,19,72,0.7121212121212122,0.3949579831932773,0.34057971014492755
2,clab-nebula-serf89,45,127,66,55,11,72,0.8333333333333334,0.4330708661417323,0.39855072463768115
2,clab-nebula-serf89,50,137,66,63,3,74,0.9545454545454546,0.45985401459854014,0.45
2,clab-nebula-serf89,55,154,66,66,0,88,1.0,0.42857142857142855,0.42857142857142855
2,clab-nebula-serf89,60,158,161,158,3,0,0.9813664596273292,1.0,0.9813664596273292
2,clab-nebula-serf101,5,4,0,0,0,4,0,0,0
2,clab-nebula-serf101,10,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf101,15,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf101,20,10,7,7,0,3,1.0,0.7,0.7
2,clab-nebula-serf101,25,22,38,16,22,6,0.42105263157894735,0.7272727272727273,0.36363636363636365
2,clab-nebula-serf101,30,47,88,41,47,6,0.4659090909090909,0.8723404255319149,0.43617021276595747
2,clab-nebula-serf101,35,79,93,67,26,12,0.7204301075268817,0.8481012658227848,0.638095238095238
2,clab-nebula-serf101,40,131,106,94,12,37,0.8867924528301887,0.7175572519083969,0.6573426573426573
2,clab-nebula-serf101,45,148,134,124,10,24,0.9253731343283582,0.8378378378378378,0.7848101265822784
2,clab-nebula-serf101,50,157,161,157,4,0,0.9751552795031055,1.0,0.9751552795031055
2,clab-nebula-serf101,55,160,161,160,1,0,0.9937888198757764,1.0,0.9937888198757764
2,clab-nebula-serf101,60,161,161,161,0,0,1.0,1.0,1.0
2,clab-nebula-serf105,5,1,0,0,0,1,0,0,0
2,clab-nebula-serf105,10,3,0,0,0,3,0,0,0
2,clab-nebula-serf105,15,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf105,20,25,0,0,0,25,0,0.0,0.0
2,clab-nebula-serf105,25,54,30,28,2,26,0.9333333333333333,0.5185185185185185,0.5
2,clab-nebula-serf105,30,86,82,65,17,21,0.7926829268292683,0.7558139534883721,0.6310679611650486
2,clab-nebula-serf105,35,123,88,82,6,41,0.9318181818181818,0.6666666666666666,0.6356589147286822
2,clab-nebula-serf105,40,145,134,126,8,19,0.9402985074626866,0.8689655172413793,0.8235294117647058
2,clab-nebula-serf105,45,153,134,128,6,25,0.9552238805970149,0.8366013071895425,0.8050314465408805
2,clab-nebula-serf105,50,155,161,155,6,0,0.9627329192546584,1.0,0.9627329192546584
2,clab-nebula-serf105,55,160,161,160,1,0,0.9937888198757764,1.0,0.9937888198757764
2,clab-nebula-serf105,60,161,161,161,0,0,1.0,1.0,1.0
2,clab-nebula-serf65,5,0,0,0,0,0,0,0,0
2,clab-nebula-serf65,10,0,0,0,0,0,0,0,0
2,clab-nebula-serf65,15,0,0,0,0,0,0,0,0
2,clab-nebula-serf65,20,23,0,0,0,23,0,0.0,0.0
2,clab-nebula-serf65,25,62,28,23,5,39,0.8214285714285714,0.3709677419354839,0.34328358208955223
2,clab-nebula-serf65,30,95,43,39,4,56,0.9069767441860465,0.4105263157894737,0.3939393939393939
2,clab-nebula-serf65,35,115,88,83,5,32,0.9431818181818182,0.7217391304347827,0.6916666666666667
2,clab-nebula-serf65,40,122,115,114,1,8,0.991304347826087,0.9344262295081968,0.926829268292683
2,clab-nebula-serf65,45,126,66,53,13,73,0.803030303030303,0.42063492063492064,0.381294964028777
2,clab-nebula-serf65,50,152,66,66,0,86,1.0,0.4342105263157895,0.4342105263157895
2,clab-nebula-serf65,55,154,161,154,7,0,0.9565217391304348,1.0,0.9565217391304348
2,clab-nebula-serf65,60,155,161,155,6,0,0.9627329192546584,1.0,0.9627329192546584
2,clab-nebula-serf68,5,0,0,0,0,0,0,0,0
2,clab-nebula-serf68,10,5,0,0,0,5,0,0,0
2,clab-nebula-serf68,15,27,0,0,0,27,0,0.0,0.0
2,clab-nebula-serf68,20,42,2,0,2,42,0.0,0.0,0.0
2,clab-nebula-serf68,25,79,28,27,1,52,0.9642857142857143,0.34177215189873417,0.3375
2,clab-nebula-serf68,30,103,44,41,3,62,0.9318181818181818,0.39805825242718446,0.3867924528301887
2,clab-nebula-serf68,35,116,82,81,1,35,0.9878048780487805,0.6982758620689655,0.6923076923076923
2,clab-nebula-serf68,40,122,66,50,16,72,0.7575757575757576,0.4098360655737705,0.36231884057971014
2,clab-nebula-serf68,45,135,65,60,5,75,0.9230769230769231,0.4444444444444444,0.42857142857142855
2,clab-nebula-serf68,50,154,65,65,0,89,1.0,0.42207792207792205,0.42207792207792205
2,clab-nebula-serf68,55,154,161,154,7,0,0.9565217391304348,1.0,0.9565217391304348
2,clab-nebula-serf68,60,158,161,158,3,0,0.9813664596273292,1.0,0.9813664596273292
2,clab-nebula-serf94,5,2,0,0,0,2,0,0,0
2,clab-nebula-serf94,10,17,0,0,0,17,0,0.0,0.0
2,clab-nebula-serf94,15,36,4,4,0,32,1.0,0.1111111111111111,0.1111111111111111
2,clab-nebula-serf94,20,57,27,25,2,32,0.9259259259259259,0.43859649122807015,0.423728813559322
2,clab-nebula-serf94,25,81,27,26,1,55,0.9629629629629629,0.32098765432098764,0.3170731707317073
2,clab-nebula-serf94,30,105,43,40,3,65,0.9302325581395349,0.38095238095238093,0.37037037037037035
2,clab-nebula-serf94,35,119,103,85,18,34,0.8252427184466019,0.7142857142857143,0.6204379562043796
2,clab-nebula-serf94,40,129,67,57,10,72,0.8507462686567164,0.4418604651162791,0.41007194244604317
2,clab-nebula-serf94,45,145,66,64,2,81,0.9696969696969697,0.4413793103448276,0.43537414965986393
2,clab-nebula-serf94,50,154,66,66,0,88,1.0,0.42857142857142855,0.42857142857142855
2,clab-nebula-serf94,55,157,161,157,4,0,0.9751552795031055,1.0,0.9751552795031055
2,clab-nebula-serf94,60,161,161,161,0,0,1.0,1.0,1.0
2,clab-nebula-serf103,5,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf103,10,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf103,15,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf103,20,16,7,7,0,9,1.0,0.4375,0.4375
2,clab-nebula-serf103,25,27,80,20,60,7,0.25,0.7407407407407407,0.22988505747126436
2,clab-nebula-serf103,30,63,88,54,34,9,0.6136363636363636,0.8571428571428571,0.5567010309278351
2,clab-nebula-serf103,35,102,93,79,14,23,0.8494623655913979,0.7745098039215687,0.6810344827586207
2,clab-nebula-serf103,40,140,134,116,18,24,0.8656716417910447,0.8285714285714286,0.7341772151898734
2,clab-nebula-serf103,45,150,134,126,8,24,0.9402985074626866,0.84,0.7974683544303798
2,clab-nebula-serf103,50,159,161,159,2,0,0.9875776397515528,1.0,0.9875776397515528
2,clab-nebula-serf103,55,161,161,161,0,0,1.0,1.0,1.0
2,clab-nebula-serf103,60,161,161,161,0,0,1.0,1.0,1.0
