=== Intra-network pings for net_1 ===
2025/06/25 11:29:30 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf2 (10.0.1.11): 8.975ms (test duration: 99ms)
2025/06/25 11:29:30 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf3 (10.0.1.12): 4.383ms (test duration: 71ms)
2025/06/25 11:29:30 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf4 (10.0.1.13): 7.575ms (test duration: 79ms)
2025/06/25 11:29:30 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf5 (10.0.1.14): 7.533ms (test duration: 69ms)
2025/06/25 11:29:30 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf6 (10.0.1.15): 9.376ms (test duration: 76ms)
2025/06/25 11:29:30 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf7 (10.0.1.16): 9.517ms (test duration: 73ms)
2025/06/25 11:29:30 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf8 (10.0.1.17): 12.033ms (test duration: 71ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf9 (10.0.1.18): 10.918ms (test duration: 73ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf10 (10.0.1.19): 9.638ms (test duration: 60ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf11 (10.0.1.20): 8.969ms (test duration: 67ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf12 (10.0.1.21): 15.419ms (test duration: 89ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf13 (10.0.1.22): 13.473ms (test duration: 74ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf1 (10.0.1.10) → [net_1] clab-nebula-serf14 (10.0.1.23): 14.753ms (test duration: 73ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf3 (10.0.1.12): 13.501ms (test duration: 63ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf4 (10.0.1.13): 14.769ms (test duration: 69ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf5 (10.0.1.14): 13.222ms (test duration: 70ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf6 (10.0.1.15): 17.318ms (test duration: 74ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf7 (10.0.1.16): 16.613ms (test duration: 75ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf8 (10.0.1.17): 18.815ms (test duration: 64ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf9 (10.0.1.18): 17.393ms (test duration: 72ms)
2025/06/25 11:29:31 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf10 (10.0.1.19): 17.522ms (test duration: 72ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf11 (10.0.1.20): 16.482ms (test duration: 71ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf12 (10.0.1.21): 22.533ms (test duration: 81ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf13 (10.0.1.22): 20.795ms (test duration: 69ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf2 (10.0.1.11) → [net_1] clab-nebula-serf14 (10.0.1.23): 22.354ms (test duration: 66ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf4 (10.0.1.13): 10.816ms (test duration: 78ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf5 (10.0.1.14): 11.562ms (test duration: 73ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf6 (10.0.1.15): 13.697ms (test duration: 66ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf7 (10.0.1.16): 12.675ms (test duration: 72ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf8 (10.0.1.17): 14.852ms (test duration: 75ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf9 (10.0.1.18): 13.694ms (test duration: 60ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf10 (10.0.1.19): 12.026ms (test duration: 61ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf11 (10.0.1.20): 12.499ms (test duration: 66ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf12 (10.0.1.21): 18.133ms (test duration: 62ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf13 (10.0.1.22): 16.302ms (test duration: 73ms)
2025/06/25 11:29:32 [net_1] clab-nebula-serf3 (10.0.1.12) → [net_1] clab-nebula-serf14 (10.0.1.23): 17.711ms (test duration: 66ms)
2025/06/25 11:29:33 [net_1] clab-nebula-serf4 (10.0.1.13) → [net_1] clab-nebula-serf5 (10.0.1.14): 11.453ms (test duration: 66ms)
2025/06/25 11:29:33 [net_1] clab-nebula-serf4 (10.0.1.13) → [net_1] clab-nebula-serf6 (10.0.1.15): 12.567ms (test duration: 73ms)
2025/06/25 11:29:33 [net_1] clab-nebula-serf4 (10.0.1.13) → [net_1] clab-nebula-serf7 (10.0.1.16): 12.253ms (test duration: 76ms)
2025/06/25 11:29:33 [net_1] clab-nebula-serf4 (10.0.1.13) → [net_1] clab-nebula-serf8 (10.0.1.17): 14.283ms (test duration: 68ms)
2025/06/25 11:29:33 [net_1] clab-nebula-serf4 (10.0.1.13) → [net_1] clab-nebula-serf9 (10.0.1.18): 13.013ms (test duration: 72ms)
2025/06/25 11:29:33 [net_1] clab-nebula-serf4 (10.0.1.13) → [net_1] clab-nebula-serf10 (10.0.1.19): 11.740ms (test duration: 67ms)
2025/06/25 11:29:33 [net_1] clab-nebula-serf4 (10.0.1.13) → [net_1] clab-nebula-serf11 (10.0.1.20): 11.835ms (test duration: 71ms)
2025/06/25 11:29:33 [net_1] clab-nebula-serf4 (10.0.1.13) → [net_1] clab-nebula-serf12 (10.0.1.21): 18.372ms (test duration: 69ms)
