Loading input data...

=== Max RTT found in dataset: 83.2830 ms ===

=== Step 1: Normalization Range per Dimension ===
Dimension 0: min = -0.0202, max = 0.0239
Dimension 1: min = -0.0255, max = 0.0244
Dimension 2: min = -0.0236, max = 0.0344
Dimension 3: min = -0.0413, max = 0.0273
Dimension 4: min = -0.0105, max = 0.0475

=== Step 2: Building Hilbert Index Map ===
[Hilbert] clab-nebula-serf26 -> Vec: [0.0010596554766251595, -0.014472342909894827, 0.008589046025706466, 0.012470580514958841, 0.007730743437719388], NormVec: [61, 28, 70, 99, 39], Index: 4947910697
[Hilbert] clab-nebula-serf34 -> Vec: [-0.000692300651091418, -0.009217166755805934, 0.003838251987879264, 0.007758596778185199, 0.009755394350937115], NormVec: [56, 41, 60, 90, 44], Index: 3503592049
[Hilbert] clab-nebula-serf126 -> Vec: [-0.0007679347543130559, 0.004241202657204018, -0.006469009753843947, -0.018368179200756327, 0.0010218112275387327], NormVec: [56, 75, 37, 42, 25], Index: 17096670685
[Hilbert] clab-nebula-serf36 -> Vec: [-0.00041444118494358197, -0.006796236169059, 0.003322974821402787, 0.0069671215028724, 0.010678264046824624], NormVec: [57, 47, 58, 89, 46], Index: 3503587447
[Hilbert] clab-nebula-serf82 -> Vec: [-0.003280272300564716, -0.003382050939186038, 0.0036854433950498596, -0.002779218874332264, 0.008502230791886823], NormVec: [48, 56, 59, 71, 41], Index: 3502034253
[Hilbert] clab-nebula-serf85 -> Vec: [0.004044477154159146, 0.00626363850121866, 0.0015274640454602745, 0.00693997350077857, 0.014293372099025559], NormVec: [69, 80, 54, 89, 54], Index: 20407975816
[Hilbert] clab-nebula-serf97 -> Vec: [-0.0171402669950819, 0.011470266377870058, 0.013007999377665218, -0.015423658868797848, 0.012580213054300368], NormVec: [8, 94, 80, 47, 50], Index: 9625181027
[Hilbert] clab-nebula-serf99 -> Vec: [-0.012739969692317709, 0.009594358579474157, 0.009406226922932885, -0.014524052547854, 0.011372847278046862], NormVec: [21, 89, 72, 49, 47], Index: 9606906160
[Hilbert] clab-nebula-serf124 -> Vec: [0.0049652485468346785, 0.005327254790893222, 0.0003018233834698238, -0.016940207607735108, 0.0037643933528158976], NormVec: [72, 78, 52, 45, 31], Index: 17260095884
[Hilbert] clab-nebula-serf157 -> Vec: [-0.01193235929802233, 0.006408030224323053, -0.02071618931137136, -0.02138873784383837, -0.007688500814125805], NormVec: [23, 81, 6, 36, 6], Index: 16945077052
[Hilbert] clab-nebula-serf159 -> Vec: [-0.011509251838735763, 0.006316944961949724, -0.020528977393005316, -0.02115301968071172, -0.007281432257540336], NormVec: [25, 81, 6, 37, 7], Index: 16945043276
[Hilbert] clab-nebula-serf1 -> Vec: [-0.016321835848296277, -0.009871863192478703, -0.004296827031861737, 0.017424676089579174, 0.028235623837071122], NormVec: [11, 39, 42, 108, 84], Index: 3069237244
[Hilbert] clab-nebula-serf33 -> Vec: [-0.0001822917737688485, -0.008106933173177787, 0.003800432181876116, 0.007745409342604964, 0.010740180533060677], NormVec: [57, 44, 59, 90, 46], Index: 3503588266
[Hilbert] clab-nebula-serf123 -> Vec: [0.0015226494242862707, 0.0005216645117620344, -0.003049517405888881, -0.015362293731859095, 0.01123465080869231], NormVec: [62, 66, 44, 48, 47], Index: 16188173485
[Hilbert] clab-nebula-serf135 -> Vec: [0.0034955102070387627, 0.010556888485282023, -0.015694777306607875, -0.01719421955409577, -0.0007778128566527216], NormVec: [68, 91, 17, 44, 21], Index: 17237701993
[Hilbert] clab-nebula-serf13 -> Vec: [-0.00761262643607291, -0.00542980191676136, -0.0007478694883394938, 0.008009184623797476, 0.017273375505213878], NormVec: [36, 51, 50, 91, 60], Index: 3496551354
[Hilbert] clab-nebula-serf47 -> Vec: [-0.005920524124009254, -0.010613851011895848, 0.009000921030442664, 0.006260000428331988, 0.0063692953355569985], NormVec: [41, 37, 71, 88, 36], Index: 4898702585
[Hilbert] clab-nebula-serf84 -> Vec: [0.004097110991796875, 0.005196480542863131, 0.0021120889021336788, 0.006901057516187923, 0.013833167191599884], NormVec: [70, 78, 56, 89, 53], Index: 20402327192
[Hilbert] clab-nebula-serf92 -> Vec: [0.0015103315202488494, 0.003608222963864978, 0.0012743781174633165, 0.005127759013848298, 0.013608013180988943], NormVec: [62, 74, 54, 85, 52], Index: 13957233059
[Hilbert] clab-nebula-serf106 -> Vec: [-0.0034018806475993465, 0.0021162922179510466, 0.0012876479063721718, -0.010310170510165842, 0.009335168906424985], NormVec: [48, 70, 54, 57, 43], Index: 16187859454
[Hilbert] clab-nebula-serf108 -> Vec: [-0.0025004911312382803, 0.002493466369316176, -0.0008731006638864525, -0.010156480819325296, 0.010072046947136003], NormVec: [51, 71, 49, 57, 45], Index: 16187867473
[Hilbert] clab-nebula-serf119 -> Vec: [0.021994590633255918, 0.0076397829362016365, 0.03313367993923448, -0.04103161214965347, 0.02910632474162639], NormVec: [121, 84, 124, 0, 86], Index: 24453147749
[Hilbert] clab-nebula-serf125 -> Vec: [-0.0006717570025193783, 0.004358816491267298, -0.0064505752815274976, -0.01932316105492505, 0.0010986037081866446], NormVec: [56, 76, 37, 40, 25], Index: 17096667610
[Hilbert] clab-nebula-serf54 -> Vec: [-0.004061830503083245, -0.005373459901838957, 0.0010751283060830969, 0.0057426615706690255, 0.014287362086886782], NormVec: [46, 51, 54, 87, 54], Index: 3496443954
[Hilbert] clab-nebula-serf57 -> Vec: [-0.0030898897399262316, -0.004875759282213146, 0.0028095660689134313, 0.005289405827640382, 0.012508463751169721], NormVec: [49, 52, 57, 86, 50], Index: 3500116176
[Hilbert] clab-nebula-serf24 -> Vec: [0.0002871318355692982, -0.014291841660555539, 0.008638264762777357, 0.012076855834438807, 0.008088245183122924], NormVec: [59, 28, 70, 98, 40], Index: 4947894783
[Hilbert] clab-nebula-serf42 -> Vec: [-0.0001327137101649267, -0.009600845345025167, 0.003339681993701988, 0.006891937872227576, 0.010113591293746916], NormVec: [57, 40, 58, 89, 45], Index: 3503591011
[Hilbert] clab-nebula-serf48 -> Vec: [-0.0042033521078619854, -0.010514068021640571, 0.006788476864802637, 0.005432074877311665, 0.007187160777041037], NormVec: [46, 38, 66, 86, 38], Index: 4898679456
[Hilbert] clab-nebula-serf2 -> Vec: [-0.013437846214340488, -0.006249700756995654, -0.002763947108031572, 0.015480988585410105, 0.024223519310323998], NormVec: [19, 49, 45, 105, 76], Index: 3076639264
[Hilbert] clab-nebula-serf21 -> Vec: [-0.0009343660059122106, -0.01310780226526055, 0.007027606400112704, 0.011173702294929595, 0.008677783165717348], NormVec: [55, 31, 67, 97, 42], Index: 4948039816
[Hilbert] clab-nebula-serf67 -> Vec: [-0.0010964955192000049, 0.0008248978350988742, 0.0016513945770927096, 0.0025552207569020866, 0.014151971790179024], NormVec: [55, 67, 55, 81, 53], Index: 13956811877
[Hilbert] clab-nebula-serf102 -> Vec: [-0.012956571555338223, 0.008915472894917481, 0.009560566884266916, -0.01510467907932405, 0.011845516013745571], NormVec: [20, 87, 72, 48, 48], Index: 9603379365
[Hilbert] clab-nebula-serf110 -> Vec: [-0.002610966113467014, 0.0016950067896985403, 0.00018424931457457, -0.010104080286425303, 0.008731510783611406], NormVec: [50, 69, 52, 57, 42], Index: 16187859028
[Hilbert] clab-nebula-serf132 -> Vec: [0.0017026593279326702, 0.010298916868886138, -0.014431382498693057, -0.017400392253820146, -0.00017799425028004737], NormVec: [63, 91, 20, 44, 22], Index: 17122064548
[Hilbert] clab-nebula-serf134 -> Vec: [0.0013808094596620942, 0.010917761553946425, -0.01561068652832432, -0.016985127076345714, -0.0011046256650848107], NormVec: [62, 92, 17, 45, 20], Index: 17122060406
[Hilbert] clab-nebula-serf137 -> Vec: [0.0006472280789921614, 0.010988119333749496, -0.016555990771935508, -0.017443442827211768, -0.00020407926274945029], NormVec: [60, 92, 15, 44, 22], Index: 17137014347
[Hilbert] clab-nebula-serf10 -> Vec: [-0.009730794181212378, -0.0058840428013060405, -0.0015603985414504088, 0.01048322236036126, 0.019538827385887286], NormVec: [30, 49, 48, 95, 65], Index: 2960096205
[Hilbert] clab-nebula-serf46 -> Vec: [-0.0044653671967627775, -0.010011101928940754, 0.0073074065040006205, 0.004933738835647594, 0.0075250144305732385], NormVec: [45, 39, 67, 85, 39], Index: 4898679213
[Hilbert] clab-nebula-serf74 -> Vec: [0.0008405251149959937, 0.00030279605269866935, 0.00045524071020957516, 0.0020001265853189652, 0.014637982524447998], NormVec: [60, 65, 52, 80, 55], Index: 13957332778
[Hilbert] clab-nebula-serf76 -> Vec: [0.0008358613008023198, 0.0002069713133031807, 0.0009456763583181757, 0.0024326769994317404, 0.014279100965448002], NormVec: [60, 65, 53, 80, 54], Index: 13957332786
[Hilbert] clab-nebula-serf149 -> Vec: [-0.005245692995141107, -0.0029336680197764573, -0.01245344274547839, -0.0226881735919996, -0.0004625258899412299], NormVec: [43, 57, 24, 34, 22], Index: 331152638
[Hilbert] clab-nebula-serf20 -> Vec: [0.0017304580119804976, -0.015430278489865074, 0.007168770283343368, 0.012874658053341257, 0.0076994065817813356], NormVec: [63, 25, 67, 100, 39], Index: 4947916532
[Hilbert] clab-nebula-serf22 -> Vec: [-0.0005223829754086712, -0.012446247307918204, 0.007193418207365145, 0.011953173055591208, 0.00794934703622165], NormVec: [56, 33, 67, 98, 40], Index: 4915337796
[Hilbert] clab-nebula-serf160 -> Vec: [-0.011652852760953548, 0.006955224343274148, -0.01981182513969942, -0.02184109017568486, -0.006902665859065016], NormVec: [24, 82, 8, 36, 7], Index: 16945449885
[Hilbert] clab-nebula-serf31 -> Vec: [-0.0001486221751379246, -0.013317300890441239, 0.007122827347749128, 0.011642531962374372, 0.007753425608189604], NormVec: [57, 31, 67, 98, 39], Index: 4947908744
[Hilbert] clab-nebula-serf93 -> Vec: [0.0018294978680387657, 0.0031890465142388673, 0.0018968906028223758, 0.0057099900213367855, 0.013768917644730504], NormVec: [63, 73, 55, 87, 53], Index: 13957233585
[Hilbert] clab-nebula-serf122 -> Vec: [0.0028675533707991224, 0.0031380842988827868, -0.00010845747617997614, -0.015222980679847587, 0.007222720520777493], NormVec: [66, 72, 51, 48, 38], Index: 18172603491
[Hilbert] clab-nebula-serf38 -> Vec: [-0.00032590009248365903, -0.008243946781038083, 0.004170691166979876, 0.008020610472848286, 0.010055259948592323], NormVec: [57, 43, 60, 91, 45], Index: 3503591960
[Hilbert] clab-nebula-serf55 -> Vec: [-0.004215420448972621, -0.004687681532838867, 0.001184249470658235, 0.005046970618868464, 0.013530943414729693], NormVec: [46, 53, 54, 85, 52], Index: 3496447490
[Hilbert] clab-nebula-serf79 -> Vec: [0.00019188385592253286, 4.490140568719078e-05, 0.00042956621103024367, 0.0029445532516984615, 0.014856950078618855], NormVec: [58, 65, 52, 81, 55], Index: 13957329097
[Hilbert] clab-nebula-serf113 -> Vec: [0.0002530139660072069, -0.0014410785858056867, 0.008864848061127513, -0.018960680617486972, 0.013214008387525062], NormVec: [58, 61, 71, 41, 51], Index: 8010564402
[Hilbert] clab-nebula-serf120 -> Vec: [0.023853486181189543, 0.008500659065880711, 0.03441714519055084, -0.040099493322445584, 0.028872123982719725], NormVec: [127, 86, 127, 2, 86], Index: 24453124330
[Hilbert] clab-nebula-serf128 -> Vec: [-0.0027655261566961182, 0.002236418410871449, 0.0016775955823508694, -0.010789745032020927, 0.01014558627452231], NormVec: [50, 70, 55, 56, 45], Index: 16187866808
[Hilbert] clab-nebula-serf8 -> Vec: [-0.01046636919475409, -0.006212041143862218, -0.0015197877592314343, 0.01156736707859405, 0.020490347719225508], NormVec: [28, 49, 48, 97, 67], Index: 3079701619
[Hilbert] clab-nebula-serf27 -> Vec: [0.0009891114920008701, -0.02033572399302062, 0.012944201041165523, 0.01930767931556821, 0.003800893767110558], NormVec: [61, 13, 79, 112, 31], Index: 4711784664
[Hilbert] clab-nebula-serf78 -> Vec: [0.000302476140901263, -4.834373623901429e-05, 1.4181078504218466e-05, 0.002878256060033227, 0.014189500163398662], NormVec: [59, 64, 51, 81, 54], Index: 13957320483
[Hilbert] clab-nebula-serf104 -> Vec: [-0.002749925671197777, 0.0014826261300984402, -7.595922870249068e-05, -0.01028785556781251, 0.009993719672153399], NormVec: [50, 68, 51, 57, 44], Index: 16187867212
[Hilbert] clab-nebula-serf133 -> Vec: [0.0008933836666349413, 0.010402348445770022, -0.015124597078671536, -0.016731136274571536, 0.00032862705530271126], NormVec: [60, 91, 18, 45, 23], Index: 17122063665
[Hilbert] clab-nebula-serf64 -> Vec: [-0.002230390202096881, -0.001834269261942339, 0.006603851711611565, 0.002494032784993234, 0.007488579662846602], NormVec: [51, 60, 66, 81, 39], Index: 4883282803
[Hilbert] clab-nebula-serf73 -> Vec: [0.0005799305474317748, -0.0001072573081397798, 0.0008385803122750172, 0.00276245847254954, 0.014709497651901743], NormVec: [59, 64, 53, 81, 55], Index: 13957329118
[Hilbert] clab-nebula-serf118 -> Vec: [0.021393213496050126, 0.007904407236765354, 0.03423115817498152, -0.041349202436480485, 0.028846893166257773], NormVec: [119, 85, 126, 0, 86], Index: 24453485420
[Hilbert] clab-nebula-serf5 -> Vec: [-0.01663083609920503, -0.00870773551567658, -0.007531893886426891, 0.02225245110069668, 0.029736263466485446], NormVec: [10, 42, 35, 117, 88], Index: 3066804194
[Hilbert] clab-nebula-serf87 -> Vec: [0.008949836206154693, 0.012925406700461921, 0.00018210381720674322, 0.015880548010880173, 0.015107060496809776], NormVec: [84, 97, 52, 105, 56], Index: 20811444566
[Hilbert] clab-nebula-serf88 -> Vec: [0.010168456236191541, 0.013532539534629158, 0.0019014670566779779, 0.01615415518357557, 0.016295229819646387], NormVec: [87, 99, 55, 106, 58], Index: 20811445231
[Hilbert] clab-nebula-serf153 -> Vec: [-0.0034673092966746033, -0.0015869552613637056, -0.011717279343839601, -0.022614838480554136, 0.0006056167009649653], NormVec: [48, 60, 26, 34, 24], Index: 323132430
[Hilbert] clab-nebula-serf53 -> Vec: [-0.004896910970600543, -0.0058878957574297714, 0.0007605046969847836, 0.0060089369707913235, 0.013987642794718353], NormVec: [44, 49, 53, 87, 53], Index: 3496444768
[Hilbert] clab-nebula-serf69 -> Vec: [0.0016886998017365676, -0.0004026548587141911, 0.000129543665032819, 0.001920533032163573, 0.014588078422162585], NormVec: [63, 63, 51, 80, 54], Index: 3499765461
[Hilbert] clab-nebula-serf60 -> Vec: [-0.003761933976952155, -0.00468458788455856, 0.0022694371033127737, 0.004707620176572197, 0.01196956721912465], NormVec: [47, 53, 56, 85, 49], Index: 3495980774
[Hilbert] clab-nebula-serf145 -> Vec: [-0.006480215797969482, 0.008798716503431682, -0.004577963345461515, -0.0182199740873237, -0.009678790664369162], NormVec: [39, 87, 41, 42, 1], Index: 17086632118
[Hilbert] clab-nebula-serf6 -> Vec: [-0.010859794428730966, -0.006134337439546664, -0.0018281544767658445, 0.011875652486362728, 0.02061758735861562], NormVec: [26, 49, 47, 98, 68], Index: 3077505772
[Hilbert] clab-nebula-serf11 -> Vec: [-0.009277243422376857, -0.005255472851097224, -0.001202063855227291, 0.010568707519552184, 0.019508773073260155], NormVec: [31, 51, 49, 96, 65], Index: 3079702470
[Hilbert] clab-nebula-serf98 -> Vec: [-0.019868870537903285, 0.013765282522544216, 0.013721464058208501, -0.01599915990084877, 0.010495544446902174], NormVec: [1, 99, 81, 46, 45], Index: 9163506114
[Hilbert] clab-nebula-serf138 -> Vec: [0.001826855733009985, 0.00940019857582397, -0.014470745928868373, -0.0173619640270303, 0.0006101182995205569], NormVec: [63, 88, 19, 44, 24], Index: 17121806336
[Hilbert] clab-nebula-serf150 -> Vec: [-0.003717940745095237, -0.006185828393485351, -0.015065606768901115, -0.026369919852488426, -8.189294585733444e-05], NormVec: [47, 49, 18, 27, 22], Index: 295705155
[Hilbert] clab-nebula-serf18 -> Vec: [-0.005451206756216785, -0.010361533951074956, -0.0031140846588533734, 0.008713494033608358, 0.02074132196751014], NormVec: [42, 38, 44, 92, 68], Index: 2950478214
[Hilbert] clab-nebula-serf30 -> Vec: [-0.00014783017117403672, -0.01311240037790242, 0.007226773176857035, 0.011841704613518045, 0.007653744372881945], NormVec: [57, 31, 67, 98, 39], Index: 4947908744
[Hilbert] clab-nebula-serf44 -> Vec: [-0.004093596206918465, -0.010668423752277908, 0.0077933161572264625, 0.004644736505605797, 0.0071023101413885984], NormVec: [46, 37, 68, 85, 38], Index: 4898657996
[Hilbert] clab-nebula-serf131 -> Vec: [0.002003623644718605, 0.010360155576308481, -0.014761174072507698, -0.017752018162723218, 0.0003711654557728894], NormVec: [64, 91, 19, 43, 23], Index: 17237685466
[Hilbert] clab-nebula-serf35 -> Vec: [5.5654146850033076e-05, -0.00907174030808597, 0.0036954779495683853, 0.008001579626532621, 0.010379930169130943], NormVec: [58, 41, 59, 91, 45], Index: 3503590782
[Hilbert] clab-nebula-serf40 -> Vec: [-0.00017749850085957818, -0.00791687876191102, 0.00312449369886658, 0.00624019959959724, 0.010236431591530199], NormVec: [57, 44, 58, 88, 45], Index: 3503587750
