hilbert_order,q_node,threshold,gt,found,tp,fp,fn,precision,recall,jaccard
2,clab-nebula-serf1,5,0,2,0,2,0,0.0000,0.0000,0.0000
2,clab-nebula-serf1,10,6,2,2,0,4,1.0000,0.3333,0.3333
2,clab-nebula-serf1,15,12,2,2,0,10,1.0000,0.1667,0.1667
2,clab-nebula-serf1,20,19,72,19,53,0,0.2639,1.0000,0.2639
2,clab-nebula-serf1,25,37,83,34,49,3,0.4096,0.9189,0.3953
2,clab-nebula-serf1,30,74,152,73,79,1,0.4803,0.9865,0.4771
2,clab-nebula-serf1,35,91,156,89,67,2,0.5705,0.9780,0.5633
2,clab-nebula-serf1,40,107,161,107,54,0,0.6646,1.0000,0.6646
2,clab-nebula-serf1,45,117,161,117,44,0,0.7267,1.0000,0.7267
2,clab-nebula-serf1,50,121,161,121,40,0,0.7516,1.0000,0.7516
2,clab-nebula-serf1,55,133,161,133,28,0,0.8261,1.0000,0.8261
2,clab-nebula-serf1,60,153,161,153,8,0,0.9503,1.0000,0.9503
2,clab-nebula-serf5,5,0,2,0,2,0,0.0000,0.0000,0.0000
2,clab-nebula-serf5,10,3,2,2,0,1,1.0000,0.6667,0.6667
2,clab-nebula-serf5,15,7,2,2,0,5,1.0000,0.2857,0.2857
2,clab-nebula-serf5,20,14,72,14,58,0,0.1944,1.0000,0.1944
2,clab-nebula-serf5,25,19,83,19,64,0,0.2289,1.0000,0.2289
2,clab-nebula-serf5,30,46,140,42,98,4,0.3000,0.9130,0.2917
2,clab-nebula-serf5,35,80,156,79,77,1,0.5064,0.9875,0.5032
2,clab-nebula-serf5,40,92,161,92,69,0,0.5714,1.0000,0.5714
2,clab-nebula-serf5,45,108,161,108,53,0,0.6708,1.0000,0.6708
2,clab-nebula-serf5,50,118,161,118,43,0,0.7329,1.0000,0.7329
2,clab-nebula-serf5,55,121,161,121,40,0,0.7516,1.0000,0.7516
2,clab-nebula-serf5,60,143,161,143,18,0,0.8882,1.0000,0.8882
2,clab-nebula-serf10,5,1,7,1,6,0,0.1429,1.0000,0.1429
2,clab-nebula-serf10,10,9,7,5,2,4,0.7143,0.5556,0.4545
2,clab-nebula-serf10,15,20,7,7,0,13,1.0000,0.3500,0.3500
2,clab-nebula-serf10,20,40,7,7,0,33,1.0000,0.1750,0.1750
2,clab-nebula-serf10,25,71,12,12,0,59,1.0000,0.1690,0.1690
2,clab-nebula-serf10,30,88,82,57,25,31,0.6951,0.6477,0.5044
2,clab-nebula-serf10,35,103,134,89,45,14,0.6642,0.8641,0.6014
2,clab-nebula-serf10,40,120,156,117,39,3,0.7500,0.9750,0.7358
2,clab-nebula-serf10,45,121,159,121,38,0,0.7610,1.0000,0.7610
2,clab-nebula-serf10,50,129,161,129,32,0,0.8012,1.0000,0.8012
2,clab-nebula-serf10,55,153,161,153,8,0,0.9503,1.0000,0.9503
2,clab-nebula-serf10,60,156,161,156,5,0,0.9689,1.0000,0.9689
2,clab-nebula-serf15,5,1,29,1,28,0,0.0345,1.0000,0.0345
2,clab-nebula-serf15,10,14,29,8,21,6,0.2759,0.5714,0.2286
2,clab-nebula-serf15,15,32,29,18,11,14,0.6207,0.5625,0.4186
2,clab-nebula-serf15,20,68,29,24,5,44,0.8276,0.3529,0.3288
2,clab-nebula-serf15,25,88,32,31,1,57,0.9688,0.3523,0.3483
2,clab-nebula-serf15,30,100,82,61,21,39,0.7439,0.6100,0.5041
2,clab-nebula-serf15,35,117,140,103,37,14,0.7357,0.8803,0.6688
2,clab-nebula-serf15,40,121,156,118,38,3,0.7564,0.9752,0.7421
2,clab-nebula-serf15,45,124,159,124,35,0,0.7799,1.0000,0.7799
2,clab-nebula-serf15,50,151,161,151,10,0,0.9379,1.0000,0.9379
2,clab-nebula-serf15,55,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf15,60,158,161,158,3,0,0.9814,1.0000,0.9814
2,clab-nebula-serf20,5,2,18,2,16,0,0.1111,1.0000,0.1111
2,clab-nebula-serf20,10,4,18,4,14,0,0.2222,1.0000,0.2222
2,clab-nebula-serf20,15,15,18,10,8,5,0.5556,0.6667,0.4348
2,clab-nebula-serf20,20,26,18,16,2,10,0.8889,0.6154,0.5714
2,clab-nebula-serf20,25,46,18,17,1,29,0.9444,0.3696,0.3617
2,clab-nebula-serf20,30,80,82,55,27,25,0.6707,0.6875,0.5140
2,clab-nebula-serf20,35,93,134,79,55,14,0.5896,0.8495,0.5338
2,clab-nebula-serf20,40,102,156,99,57,3,0.6346,0.9706,0.6226
2,clab-nebula-serf20,45,118,159,118,41,0,0.7421,1.0000,0.7421
2,clab-nebula-serf20,50,124,161,124,37,0,0.7702,1.0000,0.7702
2,clab-nebula-serf20,55,129,161,129,32,0,0.8012,1.0000,0.8012
2,clab-nebula-serf20,60,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf25,5,0,18,0,18,0,0.0000,0.0000,0.0000
2,clab-nebula-serf25,10,4,18,4,14,0,0.2222,1.0000,0.2222
2,clab-nebula-serf25,15,12,18,9,9,3,0.5000,0.7500,0.4286
2,clab-nebula-serf25,20,28,18,16,2,12,0.8889,0.5714,0.5333
2,clab-nebula-serf25,25,44,18,17,1,27,0.9444,0.3864,0.3778
2,clab-nebula-serf25,30,81,62,55,7,26,0.8871,0.6790,0.6250
2,clab-nebula-serf25,35,93,99,77,22,16,0.7778,0.8280,0.6696
2,clab-nebula-serf25,40,102,152,99,53,3,0.6513,0.9706,0.6387
2,clab-nebula-serf25,45,119,156,116,40,3,0.7436,0.9748,0.7296
2,clab-nebula-serf25,50,124,161,124,37,0,0.7702,1.0000,0.7702
2,clab-nebula-serf25,55,127,161,127,34,0,0.7888,1.0000,0.7888
2,clab-nebula-serf25,60,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf30,5,1,18,1,17,0,0.0556,1.0000,0.0556
2,clab-nebula-serf30,10,13,18,9,9,4,0.5000,0.6923,0.4091
2,clab-nebula-serf30,15,28,18,16,2,12,0.8889,0.5714,0.5333
2,clab-nebula-serf30,20,45,18,17,1,28,0.9444,0.3778,0.3696
2,clab-nebula-serf30,25,81,64,55,9,26,0.8594,0.6790,0.6111
2,clab-nebula-serf30,30,93,99,77,22,16,0.7778,0.8280,0.6696
2,clab-nebula-serf30,35,102,152,99,53,3,0.6513,0.9706,0.6387
2,clab-nebula-serf30,40,119,157,117,40,2,0.7452,0.9832,0.7358
2,clab-nebula-serf30,45,124,161,124,37,0,0.7702,1.0000,0.7702
2,clab-nebula-serf30,50,128,161,128,33,0,0.7950,1.0000,0.7950
2,clab-nebula-serf30,55,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf30,60,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf35,5,0,29,0,29,0,0.0000,0.0000,0.0000
2,clab-nebula-serf35,10,1,29,1,28,0,0.0345,1.0000,0.0345
2,clab-nebula-serf35,15,7,29,4,25,3,0.1379,0.5714,0.1250
2,clab-nebula-serf35,20,26,29,14,15,12,0.4828,0.5385,0.3415
2,clab-nebula-serf35,25,63,29,27,2,36,0.9310,0.4286,0.4154
2,clab-nebula-serf35,30,85,29,28,1,57,0.9655,0.3294,0.3256
2,clab-nebula-serf35,35,95,82,60,22,35,0.7317,0.6316,0.5128
2,clab-nebula-serf35,40,111,122,93,29,18,0.7623,0.8378,0.6643
2,clab-nebula-serf35,45,121,152,118,34,3,0.7763,0.9752,0.7613
2,clab-nebula-serf35,50,124,159,124,35,0,0.7799,1.0000,0.7799
2,clab-nebula-serf35,55,145,161,145,16,0,0.9006,1.0000,0.9006
2,clab-nebula-serf35,60,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf40,5,0,29,0,29,0,0.0000,0.0000,0.0000
2,clab-nebula-serf40,10,1,29,1,28,0,0.0345,1.0000,0.0345
2,clab-nebula-serf40,15,11,29,10,19,1,0.3448,0.9091,0.3333
2,clab-nebula-serf40,20,35,29,19,10,16,0.6552,0.5429,0.4222
2,clab-nebula-serf40,25,71,29,28,1,43,0.9655,0.3944,0.3889
2,clab-nebula-serf40,30,87,29,28,1,59,0.9655,0.3218,0.3182
2,clab-nebula-serf40,35,98,82,59,23,39,0.7195,0.6020,0.4876
2,clab-nebula-serf40,40,118,134,100,34,18,0.7463,0.8475,0.6579
2,clab-nebula-serf40,45,122,156,119,37,3,0.7628,0.9754,0.7484
2,clab-nebula-serf40,50,126,159,126,33,0,0.7925,1.0000,0.7925
2,clab-nebula-serf40,55,153,161,153,8,0,0.9503,1.0000,0.9503
2,clab-nebula-serf40,60,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf45,5,2,18,2,16,0,0.1111,1.0000,0.1111
2,clab-nebula-serf45,10,8,18,8,10,0,0.4444,1.0000,0.4444
2,clab-nebula-serf45,15,22,18,12,6,10,0.6667,0.5455,0.4286
2,clab-nebula-serf45,20,40,18,16,2,24,0.8889,0.4000,0.3810
2,clab-nebula-serf45,25,80,19,19,0,61,1.0000,0.2375,0.2375
2,clab-nebula-serf45,30,90,83,58,25,32,0.6988,0.6444,0.5043
2,clab-nebula-serf45,35,118,140,103,37,15,0.7357,0.8729,0.6645
2,clab-nebula-serf45,40,121,156,118,38,3,0.7564,0.9752,0.7421
2,clab-nebula-serf45,45,124,161,124,37,0,0.7702,1.0000,0.7702
2,clab-nebula-serf45,50,145,161,145,16,0,0.9006,1.0000,0.9006
2,clab-nebula-serf45,55,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf45,60,155,161,155,6,0,0.9627,1.0000,0.9627
2,clab-nebula-serf50,5,3,18,3,15,0,0.1667,1.0000,0.1667
2,clab-nebula-serf50,10,8,18,8,10,0,0.4444,1.0000,0.4444
2,clab-nebula-serf50,15,23,18,12,6,11,0.6667,0.5217,0.4138
2,clab-nebula-serf50,20,41,18,15,3,26,0.8333,0.3659,0.3409
2,clab-nebula-serf50,25,81,19,19,0,62,1.0000,0.2346,0.2346
2,clab-nebula-serf50,30,93,83,59,24,34,0.7108,0.6344,0.5043
2,clab-nebula-serf50,35,118,140,103,37,15,0.7357,0.8729,0.6645
2,clab-nebula-serf50,40,122,156,119,37,3,0.7628,0.9754,0.7484
2,clab-nebula-serf50,45,125,161,125,36,0,0.7764,1.0000,0.7764
2,clab-nebula-serf50,50,153,161,153,8,0,0.9503,1.0000,0.9503
2,clab-nebula-serf50,55,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf50,60,156,161,156,5,0,0.9689,1.0000,0.9689
2,clab-nebula-serf55,5,0,29,0,29,0,0.0000,0.0000,0.0000
2,clab-nebula-serf55,10,9,29,9,20,0,0.3103,1.0000,0.3103
2,clab-nebula-serf55,15,23,29,17,12,6,0.5862,0.7391,0.4857
2,clab-nebula-serf55,20,64,29,25,4,39,0.8621,0.3906,0.3676
2,clab-nebula-serf55,25,83,29,28,1,55,0.9655,0.3373,0.3333
2,clab-nebula-serf55,30,96,72,58,14,38,0.8056,0.6042,0.5273
2,clab-nebula-serf55,35,119,99,88,11,31,0.8889,0.7395,0.6769
2,clab-nebula-serf55,40,121,152,118,34,3,0.7763,0.9752,0.7613
2,clab-nebula-serf55,45,126,156,123,33,3,0.7885,0.9762,0.7736
2,clab-nebula-serf55,50,153,161,153,8,0,0.9503,1.0000,0.9503
2,clab-nebula-serf55,55,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf55,60,157,161,157,4,0,0.9752,1.0000,0.9752
2,clab-nebula-serf60,5,4,29,4,25,0,0.1379,1.0000,0.1379
2,clab-nebula-serf60,10,10,29,10,19,0,0.3448,1.0000,0.3448
2,clab-nebula-serf60,15,42,29,22,7,20,0.7586,0.5238,0.4490
2,clab-nebula-serf60,20,70,29,26,3,44,0.8966,0.3714,0.3562
2,clab-nebula-serf60,25,87,29,28,1,59,0.9655,0.3218,0.3182
2,clab-nebula-serf60,30,111,82,67,15,44,0.8171,0.6036,0.5317
2,clab-nebula-serf60,35,120,134,103,31,17,0.7687,0.8583,0.6821
2,clab-nebula-serf60,40,124,156,121,35,3,0.7756,0.9758,0.7610
2,clab-nebula-serf60,45,143,159,143,16,0,0.8994,1.0000,0.8994
2,clab-nebula-serf60,50,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf60,55,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf60,60,158,161,158,3,0,0.9814,1.0000,0.9814
2,clab-nebula-serf65,5,0,0,0,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf65,10,0,0,0,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf65,15,0,0,0,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf65,20,23,0,0,0,23,0.0000,0.0000,0.0000
2,clab-nebula-serf65,25,62,0,0,0,62,0.0000,0.0000,0.0000
2,clab-nebula-serf65,30,95,24,23,1,72,0.9583,0.2421,0.2396
2,clab-nebula-serf65,35,115,142,113,29,2,0.7958,0.9826,0.7847
2,clab-nebula-serf65,40,122,156,119,37,3,0.7628,0.9754,0.7484
2,clab-nebula-serf65,45,126,161,126,35,0,0.7826,1.0000,0.7826
2,clab-nebula-serf65,50,152,161,152,9,0,0.9441,1.0000,0.9441
2,clab-nebula-serf65,55,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf65,60,155,161,155,6,0,0.9627,1.0000,0.9627
2,clab-nebula-serf70,5,3,29,0,29,3,0.0000,0.0000,0.0000
2,clab-nebula-serf70,10,19,29,4,25,15,0.1379,0.2105,0.0909
2,clab-nebula-serf70,15,36,29,13,16,23,0.4483,0.3611,0.2500
2,clab-nebula-serf70,20,66,29,25,4,41,0.8621,0.3788,0.3571
2,clab-nebula-serf70,25,87,29,27,2,60,0.9310,0.3103,0.3034
2,clab-nebula-serf70,30,110,82,63,19,47,0.7683,0.5727,0.4884
2,clab-nebula-serf70,35,119,134,102,32,17,0.7612,0.8571,0.6755
2,clab-nebula-serf70,40,124,156,122,34,2,0.7821,0.9839,0.7722
2,clab-nebula-serf70,45,147,159,147,12,0,0.9245,1.0000,0.9245
2,clab-nebula-serf70,50,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf70,55,158,161,158,3,0,0.9814,1.0000,0.9814
2,clab-nebula-serf70,60,161,161,161,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf75,5,0,15,0,15,0,0.0000,0.0000,0.0000
2,clab-nebula-serf75,10,7,15,6,9,1,0.4000,0.8571,0.3750
2,clab-nebula-serf75,15,26,15,15,0,11,1.0000,0.5769,0.5769
2,clab-nebula-serf75,20,41,15,15,0,26,1.0000,0.3659,0.3659
2,clab-nebula-serf75,25,76,15,15,0,61,1.0000,0.1974,0.1974
2,clab-nebula-serf75,30,100,39,27,12,73,0.6923,0.2700,0.2411
2,clab-nebula-serf75,35,115,99,73,26,42,0.7374,0.6348,0.5177
2,clab-nebula-serf75,40,122,159,122,37,0,0.7673,1.0000,0.7673
2,clab-nebula-serf75,45,135,161,135,26,0,0.8385,1.0000,0.8385
2,clab-nebula-serf75,50,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf75,55,155,161,155,6,0,0.9627,1.0000,0.9627
2,clab-nebula-serf75,60,158,161,158,3,0,0.9814,1.0000,0.9814
2,clab-nebula-serf80,5,0,15,0,15,0,0.0000,0.0000,0.0000
2,clab-nebula-serf80,10,14,15,8,7,6,0.5333,0.5714,0.3810
2,clab-nebula-serf80,15,32,15,15,0,17,1.0000,0.4688,0.4688
2,clab-nebula-serf80,20,55,15,15,0,40,1.0000,0.2727,0.2727
2,clab-nebula-serf80,25,84,15,15,0,69,1.0000,0.1786,0.1786
2,clab-nebula-serf80,30,110,67,42,25,68,0.6269,0.3818,0.3111
2,clab-nebula-serf80,35,120,156,118,38,2,0.7564,0.9833,0.7468
2,clab-nebula-serf80,40,127,161,127,34,0,0.7888,1.0000,0.7888
2,clab-nebula-serf80,45,152,161,152,9,0,0.9441,1.0000,0.9441
2,clab-nebula-serf80,50,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf80,55,156,161,156,5,0,0.9689,1.0000,0.9689
2,clab-nebula-serf80,60,159,161,159,2,0,0.9876,1.0000,0.9876
2,clab-nebula-serf85,5,0,9,0,9,0,0.0000,0.0000,0.0000
2,clab-nebula-serf85,10,4,9,4,5,0,0.4444,1.0000,0.4444
2,clab-nebula-serf85,15,19,9,9,0,10,1.0000,0.4737,0.4737
2,clab-nebula-serf85,20,35,9,9,0,26,1.0000,0.2571,0.2571
2,clab-nebula-serf85,25,57,9,9,0,48,1.0000,0.1579,0.1579
2,clab-nebula-serf85,30,82,56,18,38,64,0.3214,0.2195,0.1500
2,clab-nebula-serf85,35,111,88,53,35,58,0.6023,0.4775,0.3630
2,clab-nebula-serf85,40,119,151,119,32,0,0.7881,1.0000,0.7881
2,clab-nebula-serf85,45,134,161,134,27,0,0.8323,1.0000,0.8323
2,clab-nebula-serf85,50,149,161,149,12,0,0.9255,1.0000,0.9255
2,clab-nebula-serf85,55,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf85,60,157,161,157,4,0,0.9752,1.0000,0.9752
2,clab-nebula-serf90,5,2,9,2,7,0,0.2222,1.0000,0.2222
2,clab-nebula-serf90,10,9,9,4,5,5,0.4444,0.4444,0.2857
2,clab-nebula-serf90,15,30,9,7,2,23,0.7778,0.2333,0.2188
2,clab-nebula-serf90,20,49,9,9,0,40,1.0000,0.1837,0.1837
2,clab-nebula-serf90,25,78,9,9,0,69,1.0000,0.1154,0.1154
2,clab-nebula-serf90,30,101,72,41,31,60,0.5694,0.4059,0.3106
2,clab-nebula-serf90,35,119,88,57,31,62,0.6477,0.4790,0.3800
2,clab-nebula-serf90,40,122,161,122,39,0,0.7578,1.0000,0.7578
2,clab-nebula-serf90,45,137,161,137,24,0,0.8509,1.0000,0.8509
2,clab-nebula-serf90,50,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf90,55,155,161,155,6,0,0.9627,1.0000,0.9627
2,clab-nebula-serf90,60,159,161,159,2,0,0.9876,1.0000,0.9876
2,clab-nebula-serf95,5,0,9,0,9,0,0.0000,0.0000,0.0000
2,clab-nebula-serf95,10,10,9,4,5,6,0.4444,0.4000,0.2667
2,clab-nebula-serf95,15,30,9,7,2,23,0.7778,0.2333,0.2188
2,clab-nebula-serf95,20,50,9,9,0,41,1.0000,0.1800,0.1800
2,clab-nebula-serf95,25,80,9,9,0,71,1.0000,0.1125,0.1125
2,clab-nebula-serf95,30,104,72,42,30,62,0.5833,0.4038,0.3134
2,clab-nebula-serf95,35,119,88,57,31,62,0.6477,0.4790,0.3800
2,clab-nebula-serf95,40,124,161,124,37,0,0.7702,1.0000,0.7702
2,clab-nebula-serf95,45,142,161,142,19,0,0.8820,1.0000,0.8820
2,clab-nebula-serf95,50,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf95,55,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf95,60,159,161,159,2,0,0.9876,1.0000,0.9876
2,clab-nebula-serf100,5,6,3,3,0,3,1.0000,0.5000,0.5000
2,clab-nebula-serf100,10,7,3,3,0,4,1.0000,0.4286,0.4286
2,clab-nebula-serf100,15,8,3,3,0,5,1.0000,0.3750,0.3750
2,clab-nebula-serf100,20,14,3,3,0,11,1.0000,0.2143,0.2143
2,clab-nebula-serf100,25,25,10,9,1,16,0.9000,0.3600,0.3462
2,clab-nebula-serf100,30,59,140,54,86,5,0.3857,0.9153,0.3724
2,clab-nebula-serf100,35,89,156,88,68,1,0.5641,0.9888,0.5605
2,clab-nebula-serf100,40,137,161,137,24,0,0.8509,1.0000,0.8509
2,clab-nebula-serf100,45,150,161,150,11,0,0.9317,1.0000,0.9317
2,clab-nebula-serf100,50,159,161,159,2,0,0.9876,1.0000,0.9876
2,clab-nebula-serf100,55,160,161,160,1,0,0.9938,1.0000,0.9938
2,clab-nebula-serf100,60,161,161,161,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf105,5,1,14,1,13,0,0.0714,1.0000,0.0714
2,clab-nebula-serf105,10,3,14,3,11,0,0.2143,1.0000,0.2143
2,clab-nebula-serf105,15,8,14,8,6,0,0.5714,1.0000,0.5714
2,clab-nebula-serf105,20,25,14,13,1,12,0.9286,0.5200,0.5000
2,clab-nebula-serf105,25,54,14,13,1,41,0.9286,0.2407,0.2364
2,clab-nebula-serf105,30,86,69,43,26,43,0.6232,0.5000,0.3839
2,clab-nebula-serf105,35,123,103,79,24,44,0.7670,0.6423,0.5374
2,clab-nebula-serf105,40,145,161,145,16,0,0.9006,1.0000,0.9006
2,clab-nebula-serf105,45,153,161,153,8,0,0.9503,1.0000,0.9503
2,clab-nebula-serf105,50,155,161,155,6,0,0.9627,1.0000,0.9627
2,clab-nebula-serf105,55,160,161,160,1,0,0.9938,1.0000,0.9938
2,clab-nebula-serf105,60,161,161,161,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf110,5,0,14,0,14,0,0.0000,0.0000,0.0000
2,clab-nebula-serf110,10,0,14,0,14,0,0.0000,0.0000,0.0000
2,clab-nebula-serf110,15,2,14,2,12,0,0.1429,1.0000,0.1429
2,clab-nebula-serf110,20,7,14,7,7,0,0.5000,1.0000,0.5000
2,clab-nebula-serf110,25,15,14,12,2,3,0.8571,0.8000,0.7059
2,clab-nebula-serf110,30,37,14,13,1,24,0.9286,0.3514,0.3421
2,clab-nebula-serf110,35,69,34,15,19,54,0.4412,0.2174,0.1705
2,clab-nebula-serf110,40,107,78,57,21,50,0.7308,0.5327,0.4453
2,clab-nebula-serf110,45,143,149,133,16,10,0.8926,0.9301,0.8365
2,clab-nebula-serf110,50,148,161,148,13,0,0.9193,1.0000,0.9193
2,clab-nebula-serf110,55,154,161,154,7,0,0.9565,1.0000,0.9565
2,clab-nebula-serf110,60,157,161,157,4,0,0.9752,1.0000,0.9752
2,clab-nebula-serf115,5,0,0,0,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf115,10,0,0,0,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf115,15,0,0,0,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf115,20,0,0,0,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf115,25,0,0,0,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf115,30,0,0,0,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf115,35,1,0,0,0,1,0.0000,0.0000,0.0000
2,clab-nebula-serf115,40,3,4,1,3,2,0.2500,0.3333,0.1667
2,clab-nebula-serf115,45,6,8,1,7,5,0.1250,0.1667,0.0769
2,clab-nebula-serf115,50,23,61,15,46,8,0.2459,0.6522,0.2174
2,clab-nebula-serf115,55,57,88,48,40,9,0.5455,0.8421,0.4948
2,clab-nebula-serf115,60,103,161,103,58,0,0.6398,1.0000,0.6398
2,clab-nebula-serf120,5,2,2,2,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf120,10,2,2,2,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf120,15,2,2,2,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf120,20,2,3,2,1,0,0.6667,1.0000,0.6667
2,clab-nebula-serf120,25,2,61,2,59,0,0.0328,1.0000,0.0328
2,clab-nebula-serf120,30,3,88,3,85,0,0.0341,1.0000,0.0341
2,clab-nebula-serf120,35,3,161,3,158,0,0.0186,1.0000,0.0186
2,clab-nebula-serf120,40,3,161,3,158,0,0.0186,1.0000,0.0186
2,clab-nebula-serf120,45,5,161,5,156,0,0.0311,1.0000,0.0311
2,clab-nebula-serf120,50,14,161,14,147,0,0.0870,1.0000,0.0870
2,clab-nebula-serf120,55,24,161,24,137,0,0.1491,1.0000,0.1491
2,clab-nebula-serf120,60,48,161,48,113,0,0.2981,1.0000,0.2981
2,clab-nebula-serf125,5,0,14,0,14,0,0.0000,0.0000,0.0000
2,clab-nebula-serf125,10,3,14,2,12,1,0.1429,0.6667,0.1333
2,clab-nebula-serf125,15,12,14,5,9,7,0.3571,0.4167,0.2381
2,clab-nebula-serf125,20,45,14,10,4,35,0.7143,0.2222,0.2041
2,clab-nebula-serf125,25,58,77,46,31,12,0.5974,0.7931,0.5169
2,clab-nebula-serf125,30,84,148,74,74,10,0.5000,0.8810,0.4684
2,clab-nebula-serf125,35,112,161,112,49,0,0.6957,1.0000,0.6957
2,clab-nebula-serf125,40,137,161,137,24,0,0.8509,1.0000,0.8509
2,clab-nebula-serf125,45,146,161,146,15,0,0.9068,1.0000,0.9068
2,clab-nebula-serf125,50,155,161,155,6,0,0.9627,1.0000,0.9627
2,clab-nebula-serf125,55,161,161,161,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf125,60,161,161,161,0,0,1.0000,1.0000,1.0000
2,clab-nebula-serf130,5,0,7,0,7,0,0.0000,0.0000,0.0000
2,clab-nebula-serf130,10,0,7,0,7,0,0.0000,0.0000,0.0000
2,clab-nebula-serf130,15,0,7,0,7,0,0.0000,0.0000,0.0000
2,clab-nebula-serf130,20,13,7,6,1,7,0.8571,0.4615,0.4286
2,clab-nebula-serf130,25,14,7,7,0,7,1.0000,0.5000,0.5000
2,clab-nebula-serf130,30,24,7,7,0,17,1.0000,0.2917,0.2917
2,clab-nebula-serf130,35,41,69,31,38,10,0.4493,0.7561,0.3924
2,clab-nebula-serf130,40,53,103,43,60,10,0.4175,0.8113,0.3805
2,clab-nebula-serf130,45,84,161,84,77,0,0.5217,1.0000,0.5217
2,clab-nebula-serf130,50,111,161,111,50,0,0.6894,1.0000,0.6894
2,clab-nebula-serf130,55,136,161,136,25,0,0.8447,1.0000,0.8447
2,clab-nebula-serf130,60,146,161,146,15,0,0.9068,1.0000,0.9068
2,clab-nebula-serf135,5,0,2,0,2,0,0.0000,0.0000,0.0000
2,clab-nebula-serf135,10,0,2,0,2,0,0.0000,0.0000,0.0000
2,clab-nebula-serf135,15,1,2,0,2,1,0.0000,0.0000,0.0000
2,clab-nebula-serf135,20,14,2,2,0,12,1.0000,0.1429,0.1429
2,clab-nebula-serf135,25,15,2,2,0,13,1.0000,0.1333,0.1333
2,clab-nebula-serf135,30,25,5,4,1,21,0.8000,0.1600,0.1538
2,clab-nebula-serf135,35,42,73,32,41,10,0.4384,0.7619,0.3855
2,clab-nebula-serf135,40,54,138,44,94,10,0.3188,0.8148,0.2973
2,clab-nebula-serf135,45,91,161,91,70,0,0.5652,1.0000,0.5652
2,clab-nebula-serf135,50,112,161,112,49,0,0.6957,1.0000,0.6957
2,clab-nebula-serf135,55,137,161,137,24,0,0.8509,1.0000,0.8509
2,clab-nebula-serf135,60,146,161,146,15,0,0.9068,1.0000,0.9068
2,clab-nebula-serf140,5,0,7,0,7,0,0.0000,0.0000,0.0000
2,clab-nebula-serf140,10,0,7,0,7,0,0.0000,0.0000,0.0000
2,clab-nebula-serf140,15,0,7,0,7,0,0.0000,0.0000,0.0000
2,clab-nebula-serf140,20,13,7,6,1,7,0.8571,0.4615,0.4286
2,clab-nebula-serf140,25,14,7,7,0,7,1.0000,0.5000,0.5000
2,clab-nebula-serf140,30,25,7,7,0,18,1.0000,0.2800,0.2800
2,clab-nebula-serf140,35,39,69,29,40,10,0.4203,0.7436,0.3671
2,clab-nebula-serf140,40,52,103,42,61,10,0.4078,0.8077,0.3717
2,clab-nebula-serf140,45,82,161,82,79,0,0.5093,1.0000,0.5093
2,clab-nebula-serf140,50,108,161,108,53,0,0.6708,1.0000,0.6708
2,clab-nebula-serf140,55,136,161,136,25,0,0.8447,1.0000,0.8447
2,clab-nebula-serf140,60,145,161,145,16,0,0.9006,1.0000,0.9006
2,clab-nebula-serf145,5,0,4,0,4,0,0.0000,0.0000,0.0000
